maps_played,rounds_played,kd_difference,kd_ratio,rating,total_kills,headshot_percentage,total_deaths,grenade_damage_per_round,kills_per_round,assists_per_round,deaths_per_round,teammate_saved_per_round,saved_by_teammate_per_round,kast,impact,efficiency
456,11711,380,1.05,1.03,8248,50.2,7868,3.9,0.7,0.14,0.67,0.11,0.11,71.7,1.08,1.044776119402985
629,16396,540,1.05,1.03,11628,56.0,11088,4.0,0.71,0.13,0.68,0.11,0.1,71.4,1.09,1.0441176470588234
1601,42283,1389,1.05,1.03,29497,54.5,28108,3.8,0.7,0.14,0.66,0.09,0.09,70.6,1.01,1.0606060606060606
487,13044,267,1.03,1.03,9244,45.1,8977,3.7,0.71,0.13,0.69,0.11,0.1,69.7,1.13,1.028985507246377
477,12701,186,1.02,1.03,9120,55.4,8934,4.8,0.72,0.13,0.7,0.1,0.1,69.0,1.15,1.0285714285714287
1592,41228,1019,1.04,1.02,29501,37.3,28482,4.2,0.72,0.13,0.69,0.08,0.08,66.8,1.06,1.0434782608695652
575,15453,402,1.04,1.02,10871,49.6,10469,3.7,0.7,0.13,0.68,0.09,0.1,69.7,1.09,1.0294117647058822
491,12779,320,1.04,1.02,9080,29.7,8760,2.0,0.71,0.11,0.69,0.08,0.08,68.3,1.16,1.028985507246377
1024,26554,1139,1.07,1.02,18315,29.2,17176,5.3,0.69,0.11,0.65,0.09,0.09,69.8,1.09,1.0615384615384613
483,12692,415,1.05,1.02,8814,35.3,8399,4.4,0.69,0.14,0.66,0.09,0.11,71.5,1.01,1.0454545454545454
1137,30234,703,1.03,1.02,21101,48.7,20398,4.8,0.7,0.14,0.67,0.09,0.1,68.8,1.11,1.044776119402985
1119,30068,841,1.04,1.02,20905,51.6,20064,4.7,0.7,0.14,0.67,0.09,0.09,69.0,1.11,1.044776119402985
461,12242,316,1.04,1.02,8686,50.2,8370,4.8,0.71,0.14,0.68,0.13,0.13,71.4,1.13,1.0441176470588234
478,12883,631,1.08,1.02,8764,28.8,8133,3.3,0.68,0.1,0.63,0.08,0.09,69.6,1.07,1.0793650793650795
1211,32024,1078,1.05,1.02,22111,49.4,21033,4.3,0.69,0.13,0.66,0.1,0.11,71.3,1.04,1.0454545454545454
1030,27668,1199,1.07,1.02,18691,45.2,17492,4.6,0.68,0.13,0.63,0.09,0.09,71.6,1.01,1.0793650793650795
507,13234,502,1.06,1.02,9094,25.1,8592,3.1,0.69,0.09,0.65,0.09,0.08,67.6,1.13,1.0615384615384613
505,13478,275,1.03,1.02,9375,51.7,9100,3.9,0.7,0.13,0.68,0.09,0.09,69.6,1.06,1.0294117647058822
552,14434,304,1.03,1.02,10220,27.7,9916,2.1,0.71,0.11,0.69,0.1,0.12,68.6,1.11,1.028985507246377
471,12350,324,1.04,1.02,8625,51.4,8301,3.0,0.7,0.12,0.67,0.1,0.1,69.9,1.06,1.044776119402985
2050,53613,1331,1.04,1.02,37151,53.7,35820,3.4,0.69,0.15,0.67,0.1,0.08,69.4,1.06,1.0298507462686566
1050,27280,470,1.02,1.02,19569,50.8,19099,3.2,0.72,0.14,0.7,0.11,0.1,70.5,1.18,1.0285714285714287
823,21321,825,1.06,1.02,14626,23.6,13801,2.9,0.69,0.1,0.65,0.1,0.09,68.8,1.05,1.0615384615384613
1060,28352,407,1.02,1.02,20155,49.3,19748,4.9,0.71,0.15,0.7,0.1,0.11,69.6,1.09,1.0142857142857142
1454,38215,1456,1.06,1.02,26353,47.7,24897,5.3,0.69,0.13,0.65,0.09,0.1,71.3,0.97,1.0615384615384613
522,13451,338,1.04,1.02,9507,46.6,9169,1.9,0.71,0.14,0.68,0.11,0.11,72.1,1.07,1.0441176470588234
1696,45068,1744,1.06,1.02,31019,50.2,29280,3.2,0.69,0.13,0.65,0.09,0.1,71.8,1.01,1.0615384615384613
465,12150,453,1.06,1.02,8262,27.1,7809,2.8,0.68,0.11,0.64,0.08,0.09,69.0,1.08,1.0625
1207,32000,1094,1.05,1.02,22193,43.9,21099,3.6,0.69,0.13,0.66,0.09,0.1,70.2,1.04,1.0454545454545454
707,18579,469,1.04,1.02,13040,54.9,12571,2.8,0.7,0.14,0.68,0.1,0.11,71.4,1.1,1.0294117647058822
399,10074,547,1.09,1.02,6738,26.0,6191,4.9,0.67,0.12,0.61,0.08,0.14,69.2,1.28,1.098360655737705
647,16756,643,1.06,1.02,11634,42.4,10991,4.3,0.69,0.14,0.66,0.09,0.09,71.4,1.03,1.0454545454545454
584,15180,280,1.03,1.02,10674,40.9,10394,3.3,0.7,0.16,0.68,0.09,0.09,70.2,1.13,1.0294117647058822
994,26350,872,1.05,1.02,18315,41.6,17443,4.9,0.7,0.14,0.66,0.1,0.11,71.8,1.06,1.0606060606060606
1934,50382,2364,1.08,1.02,33274,41.6,30910,6.2,0.66,0.16,0.61,0.08,0.09,72.2,0.97,1.0819672131147542
639,16594,410,1.04,1.02,11650,36.9,11240,5.1,0.7,0.12,0.68,0.09,0.09,68.3,1.04,1.0294117647058822
782,20344,1000,1.08,1.02,13495,50.7,12495,4.4,0.66,0.12,0.61,0.1,0.11,72.5,0.94,1.0819672131147542
1859,48493,1212,1.04,1.02,33791,46.3,32579,4.5,0.7,0.16,0.67,0.12,0.11,72.9,1.1,1.044776119402985
1953,51220,717,1.02,1.02,36577,51.8,35857,5.0,0.71,0.16,0.7,0.1,0.09,68.6,1.09,1.0142857142857142
538,14117,89,1.01,1.02,10281,52.0,10192,2.6,0.73,0.14,0.72,0.1,0.11,67.9,1.04,1.0138888888888888
1101,29782,358,1.02,1.02,21027,41.2,20678,4.8,0.71,0.15,0.69,0.1,0.11,70.2,1.12,1.028985507246377
489,13074,410,1.05,1.02,8954,33.7,8544,4.8,0.68,0.11,0.65,0.09,0.08,68.8,1.12,1.0461538461538462
724,19174,441,1.03,1.02,13419,48.5,12978,6.6,0.7,0.15,0.68,0.1,0.1,70.6,1.08,1.0294117647058822
456,11866,570,1.08,1.02,7922,31.4,7352,2.3,0.67,0.1,0.62,0.09,0.1,70.9,1.03,1.0806451612903227
666,17918,799,1.07,1.02,12079,29.6,11280,3.2,0.67,0.11,0.63,0.08,0.08,70.0,1.03,1.0634920634920635
585,15322,447,1.04,1.02,10747,49.1,10300,3.5,0.7,0.12,0.67,0.08,0.09,69.5,1.03,1.044776119402985
927,23986,1043,1.07,1.02,16210,29.8,15167,3.0,0.68,0.11,0.63,0.09,0.09,70.5,1.06,1.0793650793650795
832,21692,528,1.04,1.02,15092,47.0,14564,4.7,0.7,0.15,0.67,0.1,0.09,70.3,1.09,1.044776119402985
709,18569,235,1.02,1.02,13135,44.7,12900,3.2,0.71,0.14,0.69,0.1,0.1,69.9,1.06,1.028985507246377
667,17746,628,1.05,1.02,12328,45.6,11700,2.7,0.69,0.11,0.66,0.09,0.1,70.1,1.04,1.0454545454545454
617,16290,261,1.02,1.02,11498,45.7,11237,4.8,0.71,0.15,0.69,0.09,0.08,69.6,1.16,1.028985507246377
1494,39305,1336,1.05,1.02,26979,52.9,25643,4.4,0.69,0.14,0.65,0.09,0.1,71.0,1.03,1.0615384615384613
611,15973,470,1.04,1.02,11143,48.0,10673,4.7,0.7,0.14,0.67,0.1,0.12,71.5,1.02,1.044776119402985
1111,28880,1164,1.06,1.02,19347,49.6,18183,3.6,0.67,0.13,0.63,0.1,0.1,71.8,1.03,1.0634920634920635
1057,27606,523,1.03,1.02,19440,32.0,18917,3.2,0.7,0.13,0.69,0.1,0.09,68.6,1.18,1.0144927536231885
813,21021,484,1.03,1.02,14720,52.6,14236,5.0,0.7,0.15,0.68,0.1,0.1,69.5,1.01,1.0294117647058822
382,10157,328,1.05,1.02,7087,45.2,6759,4.0,0.7,0.16,0.67,0.1,0.13,71.9,1.06,1.044776119402985
412,10376,119,1.02,1.02,7419,40.4,7300,3.0,0.72,0.15,0.7,0.11,0.11,71.2,1.15,1.0285714285714287
660,17324,195,1.02,1.02,12336,51.4,12141,3.0,0.71,0.13,0.7,0.1,0.11,68.8,1.06,1.0142857142857142
461,11606,357,1.05,1.02,7976,48.3,7619,5.3,0.69,0.16,0.66,0.08,0.08,71.4,1.05,1.0454545454545454
435,11264,171,1.02,1.02,7858,44.1,7687,3.0,0.7,0.13,0.68,0.11,0.11,71.0,1.1,1.0294117647058822
1163,31088,995,1.05,1.01,21200,40.7,20205,5.6,0.68,0.13,0.65,0.1,0.09,71.6,1.04,1.0461538461538462
1727,45400,1085,1.04,1.01,31011,41.5,29926,3.3,0.68,0.11,0.66,0.1,0.08,68.9,1.02,1.0303030303030303
383,10053,85,1.01,1.01,7153,57.8,7068,3.2,0.71,0.11,0.7,0.1,0.13,69.8,1.03,1.0142857142857142
718,19257,529,1.04,1.01,13132,53.9,12603,5.1,0.68,0.14,0.65,0.1,0.11,71.4,1.0,1.0461538461538462
379,9815,123,1.02,1.01,6857,53.7,6734,4.1,0.7,0.14,0.69,0.09,0.09,70.5,1.07,1.0144927536231885
1291,33835,784,1.03,1.01,23231,35.6,22447,5.1,0.69,0.15,0.66,0.1,0.1,71.2,1.08,1.0454545454545454
420,10848,509,1.08,1.01,7099,28.5,6590,2.9,0.65,0.09,0.61,0.09,0.1,71.4,0.98,1.0655737704918034
514,13313,305,1.03,1.01,9153,44.8,8848,3.5,0.69,0.13,0.66,0.1,0.11,70.4,0.98,1.0454545454545454
577,15557,315,1.03,1.01,10655,58.9,10340,4.5,0.68,0.12,0.66,0.1,0.11,70.4,1.02,1.0303030303030303
1841,48359,1333,1.04,1.01,33745,51.6,32412,3.6,0.7,0.14,0.67,0.09,0.1,69.9,1.0,1.044776119402985
1644,43738,753,1.03,1.01,30241,42.5,29488,3.4,0.69,0.15,0.67,0.1,0.11,70.8,1.05,1.0298507462686566
403,10629,281,1.04,1.01,7365,51.3,7084,3.1,0.69,0.12,0.67,0.1,0.11,70.9,1.04,1.0298507462686566
1259,33706,220,1.01,1.01,23886,54.5,23666,5.6,0.71,0.14,0.7,0.1,0.09,68.4,1.16,1.0142857142857142
430,10986,99,1.01,1.01,7826,51.5,7727,2.9,0.71,0.13,0.7,0.09,0.1,68.9,1.07,1.0142857142857142
968,25108,192,1.01,1.01,17866,34.4,17674,3.7,0.71,0.14,0.7,0.1,0.07,68.4,1.28,1.0142857142857142
1405,37152,465,1.02,1.01,25466,63.8,25001,4.6,0.69,0.11,0.67,0.1,0.1,69.7,1.06,1.0298507462686566
743,19269,474,1.04,1.01,13159,50.7,12685,4.8,0.68,0.13,0.66,0.1,0.11,70.6,1.03,1.0303030303030303
760,19926,986,1.08,1.01,12958,46.3,11972,3.2,0.65,0.11,0.6,0.08,0.09,73.3,0.9,1.0833333333333335
566,14759,184,1.02,1.01,10359,47.5,10175,5.4,0.7,0.15,0.69,0.1,0.11,70.4,1.1,1.0144927536231885
1067,28134,945,1.05,1.01,18850,37.0,17905,4.8,0.67,0.14,0.64,0.09,0.09,70.3,1.03,1.046875
1302,34804,774,1.03,1.01,24036,51.5,23262,3.9,0.69,0.14,0.67,0.09,0.09,70.4,1.05,1.0298507462686566
807,20719,632,1.05,1.01,14179,44.4,13547,4.0,0.68,0.14,0.65,0.1,0.11,72.1,1.05,1.0461538461538462
606,16120,320,1.03,1.01,10960,53.8,10640,3.6,0.68,0.12,0.66,0.08,0.09,70.6,1.04,1.0303030303030303
1347,35837,232,1.01,1.01,25171,40.5,24939,4.2,0.7,0.15,0.7,0.08,0.08,67.8,1.15,1.0
496,12790,203,1.02,1.01,8741,34.5,8534,4.0,0.68,0.12,0.67,0.09,0.09,67.8,1.11,1.0149253731343284
597,15834,480,1.05,1.01,10605,46.0,10125,2.7,0.67,0.12,0.64,0.1,0.11,71.4,1.04,1.046875
914,23404,276,1.02,1.01,16396,50.8,16120,5.0,0.7,0.15,0.69,0.1,0.09,70.1,1.09,1.0144927536231885
810,21955,575,1.04,1.01,15083,53.5,14507,6.0,0.69,0.15,0.66,0.1,0.1,71.5,1.03,1.0454545454545454
418,10936,423,1.06,1.01,7278,31.6,6855,2.9,0.67,0.11,0.63,0.09,0.09,71.0,1.01,1.0634920634920635
572,14881,-12,1.0,1.01,10539,53.8,10551,3.8,0.71,0.14,0.71,0.11,0.1,69.6,1.14,1.0
899,23232,93,1.01,1.01,16849,42.3,16756,4.7,0.73,0.18,0.72,0.1,0.08,69.1,1.17,1.0138888888888888
671,18014,405,1.03,1.01,12110,55.5,11705,3.6,0.67,0.11,0.65,0.09,0.09,70.3,0.99,1.0307692307692309
696,18462,534,1.04,1.01,12487,47.3,11954,4.5,0.68,0.14,0.65,0.09,0.1,70.8,1.0,1.0461538461538462
493,13123,345,1.04,1.01,8883,28.3,8538,2.8,0.68,0.09,0.65,0.1,0.1,69.4,1.02,1.0461538461538462
866,23162,926,1.06,1.01,15351,44.0,14425,5.7,0.66,0.13,0.62,0.09,0.09,72.4,0.95,1.0645161290322582
756,19878,576,1.04,1.01,13406,40.4,12830,5.8,0.67,0.13,0.65,0.09,0.09,70.5,1.12,1.0307692307692309
938,24254,747,1.05,1.01,16356,26.3,15609,2.4,0.67,0.11,0.64,0.09,0.08,68.6,1.05,1.046875
490,13084,238,1.03,1.01,9112,67.1,8874,2.9,0.7,0.11,0.68,0.1,0.11,69.8,1.01,1.0294117647058822
690,17971,-8,1.0,1.01,12753,42.0,12761,3.5,0.71,0.16,0.71,0.1,0.09,69.5,1.15,1.0
462,11695,102,1.01,1.01,8333,40.3,8231,2.7,0.71,0.14,0.7,0.09,0.09,68.5,1.12,1.0142857142857142
1507,40520,736,1.03,1.01,27899,51.5,27163,2.8,0.69,0.12,0.67,0.1,0.11,70.6,0.99,1.0298507462686566
1525,39802,376,1.01,1.01,27664,49.4,27288,5.1,0.7,0.14,0.69,0.1,0.08,70.3,1.16,1.0144927536231885
855,22891,157,1.01,1.01,16112,52.8,15955,3.8,0.7,0.12,0.7,0.09,0.09,68.8,1.1,1.0
400,10511,283,1.04,1.01,7054,52.7,6771,3.8,0.67,0.12,0.64,0.1,0.13,71.7,0.94,1.046875
850,22377,520,1.04,1.01,15196,30.5,14676,2.2,0.68,0.1,0.66,0.09,0.1,68.9,1.01,1.0303030303030303
476,12737,34,1.0,1.01,8914,53.3,8880,4.4,0.7,0.13,0.7,0.1,0.08,68.6,1.12,1.0
624,15708,346,1.03,1.01,10534,48.9,10188,4.5,0.67,0.15,0.65,0.11,0.09,72.6,1.06,1.0307692307692309
892,23804,554,1.04,1.01,16101,34.0,15547,3.3,0.68,0.11,0.65,0.08,0.07,68.2,1.07,1.0461538461538462
468,12127,320,1.04,1.01,8068,29.8,7748,2.5,0.67,0.11,0.64,0.08,0.08,69.4,1.04,1.046875
1495,39250,1292,1.05,1.01,26259,51.3,24967,5.2,0.67,0.15,0.64,0.08,0.09,70.6,0.97,1.046875
750,19393,710,1.06,1.01,12827,28.8,12117,3.8,0.66,0.12,0.62,0.09,0.09,70.5,1.05,1.0645161290322582
767,20579,568,1.04,1.01,13678,39.2,13110,2.9,0.66,0.11,0.64,0.09,0.09,70.5,1.01,1.03125
1083,28153,621,1.03,1.01,18921,43.4,18300,3.5,0.67,0.13,0.65,0.1,0.11,71.4,0.98,1.0307692307692309
751,18931,487,1.04,1.01,12837,45.9,12350,4.8,0.68,0.14,0.65,0.1,0.09,70.7,1.0,1.0461538461538462
510,13490,417,1.05,1.01,9270,49.2,8853,3.5,0.69,0.14,0.66,0.08,0.09,70.9,1.0,1.0454545454545454
865,22686,310,1.02,1.01,15336,36.3,15026,3.2,0.68,0.09,0.66,0.1,0.09,67.7,1.08,1.0303030303030303
472,12038,137,1.02,1.0,8486,52.9,8349,3.4,0.7,0.14,0.69,0.1,0.11,69.6,1.04,1.0144927536231885
1871,49905,605,1.02,1.0,34615,39.7,34010,4.9,0.69,0.12,0.68,0.08,0.07,67.1,1.14,1.0147058823529411
899,23842,341,1.02,1.0,16371,27.1,16030,3.2,0.69,0.12,0.67,0.09,0.08,68.0,1.09,1.0298507462686566
401,10552,91,1.01,1.0,7289,49.5,7198,2.1,0.69,0.13,0.68,0.09,0.09,69.0,1.03,1.0147058823529411
1067,28407,772,1.04,1.0,19051,49.1,18279,2.5,0.67,0.12,0.64,0.09,0.11,71.5,0.96,1.046875
1753,46132,551,1.02,1.0,31986,45.9,31434,5.1,0.69,0.15,0.68,0.09,0.09,69.8,1.03,1.0147058823529411
832,21258,161,1.01,1.0,14589,48.8,14428,5.6,0.69,0.12,0.68,0.1,0.1,69.6,1.01,1.0147058823529411
729,19059,141,1.01,1.0,13225,52.7,13084,2.4,0.69,0.12,0.69,0.09,0.09,69.1,1.02,1.0
1369,35665,606,1.03,1.0,24080,44.4,23474,4.9,0.68,0.14,0.66,0.11,0.1,71.4,1.01,1.0303030303030303
589,15307,366,1.04,1.0,10395,52.2,10029,4.1,0.68,0.14,0.66,0.09,0.1,70.7,1.0,1.0303030303030303
473,12356,-52,0.99,1.0,8738,34.3,8790,1.8,0.71,0.09,0.71,0.1,0.1,67.0,1.15,1.0
623,16179,223,1.02,1.0,11017,26.4,10794,2.2,0.68,0.09,0.67,0.08,0.07,67.3,1.16,1.0149253731343284
1473,38787,689,1.03,1.0,26683,51.1,25994,2.9,0.69,0.13,0.67,0.09,0.09,69.3,0.98,1.0298507462686566
597,15378,31,1.0,1.0,10622,51.6,10591,4.4,0.69,0.13,0.69,0.11,0.1,70.0,1.11,1.0
526,13849,235,1.03,1.0,9427,49.8,9192,3.0,0.68,0.12,0.66,0.09,0.1,70.2,0.98,1.0303030303030303
674,17454,167,1.01,1.0,11985,46.4,11818,3.8,0.69,0.13,0.68,0.1,0.09,69.6,1.11,1.0147058823529411
1084,28593,963,1.05,1.0,18826,39.0,17863,2.7,0.66,0.11,0.62,0.09,0.1,70.7,0.95,1.0645161290322582
408,10832,122,1.02,1.0,7396,49.5,7274,5.6,0.68,0.14,0.67,0.1,0.11,70.8,1.06,1.0149253731343284
879,23516,90,1.01,1.0,16122,45.6,16032,2.7,0.69,0.13,0.68,0.09,0.09,69.6,1.07,1.0147058823529411
736,19138,-81,0.99,1.0,13273,49.8,13354,4.1,0.69,0.15,0.7,0.09,0.08,68.2,1.12,0.9857142857142857
847,22333,35,1.0,1.0,15686,47.7,15651,5.2,0.7,0.16,0.7,0.11,0.1,70.1,1.11,1.0
1302,35000,580,1.03,1.0,23468,51.9,22888,4.1,0.67,0.13,0.65,0.1,0.09,71.1,1.0,1.0307692307692309
598,15627,57,1.01,1.0,10785,54.8,10728,2.6,0.69,0.13,0.69,0.1,0.11,70.1,1.04,1.0
459,12166,5,1.0,1.0,8338,61.5,8333,6.0,0.69,0.13,0.68,0.1,0.1,69.3,1.08,1.0147058823529411
404,10342,163,1.02,1.0,7029,51.2,6866,4.3,0.68,0.15,0.66,0.1,0.1,71.4,1.02,1.0303030303030303
429,11159,-16,1.0,1.0,7851,44.2,7867,3.4,0.7,0.16,0.7,0.1,0.11,70.9,1.15,1.0
582,15218,265,1.03,1.0,10081,53.0,9816,3.5,0.66,0.1,0.65,0.09,0.1,70.0,0.92,1.0153846153846153
492,12610,33,1.0,1.0,8834,51.2,8801,3.2,0.7,0.14,0.7,0.09,0.09,69.2,1.08,1.0
2049,54181,866,1.02,1.0,36871,33.4,35995,3.4,0.68,0.12,0.66,0.07,0.07,69.0,1.06,1.0303030303030303
482,12229,54,1.01,1.0,8381,42.0,8327,4.9,0.69,0.17,0.68,0.13,0.11,72.0,1.15,1.0147058823529411
653,17335,67,1.01,1.0,11785,52.8,11718,3.6,0.68,0.13,0.68,0.11,0.11,70.3,1.06,1.0
697,18241,380,1.03,1.0,12259,35.3,11879,5.7,0.67,0.15,0.65,0.1,0.12,70.9,1.02,1.0307692307692309
531,14249,65,1.01,1.0,9463,57.9,9398,5.4,0.66,0.12,0.66,0.1,0.1,69.9,1.05,1.0
1169,30527,408,1.02,1.0,20574,52.4,20166,3.6,0.67,0.13,0.66,0.08,0.08,70.1,1.02,1.0151515151515151
1108,29419,-46,1.0,1.0,19981,51.6,20027,4.8,0.68,0.13,0.68,0.09,0.07,69.1,1.1,1.0
437,11368,127,1.02,1.0,7854,40.0,7727,2.8,0.69,0.13,0.68,0.1,0.11,69.8,0.96,1.0147058823529411
756,19801,-5,1.0,1.0,13677,56.0,13682,4.1,0.69,0.13,0.69,0.1,0.1,67.4,0.96,1.0
1087,29074,459,1.02,1.0,19543,53.4,19084,2.8,0.67,0.11,0.66,0.09,0.09,70.2,1.0,1.0151515151515151
544,13974,169,1.02,1.0,9454,50.8,9285,5.4,0.68,0.15,0.66,0.12,0.12,71.9,1.02,1.0303030303030303
886,22716,43,1.0,1.0,15788,46.8,15745,4.4,0.7,0.15,0.69,0.1,0.1,70.6,1.09,1.0144927536231885
1273,33658,339,1.02,1.0,22753,46.2,22414,6.0,0.68,0.16,0.67,0.09,0.09,70.8,1.06,1.0149253731343284
1528,41085,398,1.01,1.0,28109,45.8,27711,4.3,0.68,0.14,0.67,0.1,0.09,71.0,1.06,1.0149253731343284
379,9993,97,1.01,1.0,6788,34.0,6691,2.1,0.68,0.12,0.67,0.1,0.1,69.0,1.09,1.0149253731343284
1530,40320,445,1.02,1.0,26959,57.5,26514,5.0,0.67,0.13,0.66,0.09,0.08,70.0,0.99,1.0151515151515151
389,9930,162,1.03,1.0,6620,45.9,6458,4.4,0.67,0.14,0.65,0.09,0.08,71.1,0.96,1.0307692307692309
663,17155,81,1.01,1.0,11760,48.8,11679,4.1,0.69,0.15,0.68,0.1,0.11,71.0,1.06,1.0147058823529411
